0 28 3 3 8 0 [ ]
2 6 13 3 9 22 [!]
-1 6 24 3 13 9 ["]
0 28 39 3 17 0 [#]
0 7 58 3 15 15 [$]
0 8 75 3 22 20 [%]
0 6 99 3 28 22 [&]
-1 6 129 3 7 9 [']
0 6 138 3 9 25 [(]
-2 6 149 3 8 25 [)]
-1 11 159 3 7 7 [*]
0 9 168 3 17 15 [+]
1 24 187 3 8 8 [,]
1 15 197 3 17 3 [-]
0 24 216 3 6 4 [.]
0 8 224 3 21 19 [/]
1 4 3 31 28 24 [0]
4 4 33 31 28 24 [1]
1 4 63 31 28 24 [2]
2 4 93 31 28 24 [3]
0 4 123 31 28 24 [4]
2 4 153 31 28 24 [5]
0 3 183 31 28 25 [6]
2 4 213 31 28 24 [7]
1 4 3 59 28 24 [8]
1 4 33 59 28 24 [9]
0 13 63 59 7 12 [:]
0 13 72 59 7 17 [;]
3 7 81 59 19 17 [<]
1 11 102 59 17 9 [=]
3 7 121 59 19 17 [>]
2 6 142 59 22 22 [?]
1 4 166 59 29 24 [@]
0 4 197 59 30 24 [A]
1 4 3 86 26 24 [B]
1 4 31 86 25 24 [C]
1 4 58 86 28 24 [D]
1 4 88 86 23 24 [E]
1 4 113 86 23 24 [F]
1 4 138 86 27 24 [G]
1 4 167 86 27 24 [H]
1 4 196 86 8 24 [I]
0 4 206 86 20 24 [J]
1 4 3 113 26 24 [K]
0 4 31 113 20 24 [L]
1 4 53 113 33 24 [M]
1 4 88 113 26 24 [N]
0 4 116 113 28 24 [O]
1 4 146 113 25 24 [P]
1 4 173 113 30 24 [Q]
1 4 205 113 26 24 [R]
0 4 3 140 25 24 [S]
1 4 30 140 26 24 [T]
1 4 58 140 26 24 [U]
0 4 86 140 31 24 [V]
1 4 119 140 38 24 [W]
0 4 159 140 29 24 [X]
0 4 190 140 28 24 [Y]
1 4 220 140 26 24 [Z]
1 5 3 167 9 25 [[]
0 8 14 167 21 20 [\]
0 4 37 167 8 26 []]
0 0 47 167 19 9 [^]
1 28 68 167 27 3 [_]
0 28 97 167 2 0 [`]
0 11 101 167 21 17 [a]
0 5 124 167 21 23 [b]
0 11 147 167 19 17 [c]
0 4 168 167 21 24 [d]
0 11 191 167 18 17 [e]
0 5 211 167 16 23 [f]
0 10 229 167 21 23 [g]
1 5 3 196 21 23 [h]
1 5 26 196 8 23 [i]
-4 5 36 196 9 28 [j]
0 5 47 196 21 23 [k]
1 5 70 196 8 23 [l]
1 11 80 196 30 17 [m]
1 11 112 196 21 17 [n]
1 11 135 196 23 17 [o]
1 11 160 196 22 22 [p]
0 11 184 196 22 22 [q]
0 11 208 196 16 17 [r]
0 11 226 196 21 17 [s]
0 4 3 227 16 24 [t]
0 10 21 227 20 18 [u]
-1 11 43 227 23 17 [v]
1 11 68 227 30 17 [w]
0 11 100 227 22 17 [x]
1 10 124 227 21 23 [y]
0 11 147 227 18 17 [z]
0 28 167 227 2 0 [{]
3 4 171 227 10 24 [|]
0 28 183 227 2 0 [}]
0 4 187 227 28 24 [~]
